collection_date,fips_code,state,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,admissions_covid_confirmed_week_over_week_percent_change,avg_percent_inpatient_beds_used_confirmed_covid,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2024-02-17,02013,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02016,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02020,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02050,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02060,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02068,AK,7,6.3,-12.5,4.4,2.2,4.2,4.2
2024-02-17,02070,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02090,AK,7,6.3,-12.5,4.4,2.2,4.2,4.2
2024-02-17,02100,AK,3,6.4,0,2,0.7,1,0.6
2024-02-17,02105,AK,3,6.4,0,2,0.7,1,0.6
2024-02-17,02110,AK,3,6.4,0,2,0.7,1,0.6
2024-02-17,02122,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02130,AK,1,3.9,,1.4,-16.9,,
2024-02-17,02150,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02158,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02164,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02170,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02180,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02185,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02188,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02195,AK,1,3.9,,1.4,-16.9,,
2024-02-17,02198,AK,1,3.9,,1.4,-16.9,,
2024-02-17,02220,AK,3,6.4,0,2,0.7,1,0.6
2024-02-17,02230,AK,3,6.4,0,2,0.7,1,0.6
2024-02-17,02240,AK,7,6.3,-12.5,4.4,2.2,4.2,4.2
2024-02-17,02261,AK,20,3.7,-41.2,2.8,-0.2,0.7,-0.4
2024-02-17,02275,AK,1,3.9,,1.4,-16.9,,
2024-02-17,02282,AK,3,6.4,0,2,0.7,1,0.6
2024-02-17,02290,AK,7,6.3,-12.5,4.4,2.2,4.2,4.2
2024-02-17,01001,AL,25,6.5,38.9,2.3,-0.3,2.7,-0.1
2024-02-17,01003,AL,64,9.2,30.6,2.3,-0.1,2.5,0.4
2024-02-17,01005,AL,20,7.2,-4.8,2.4,-0.6,3.1,0.5
2024-02-17,01007,AL,141,11.4,33,2.8,-0.4,4.4,0.7
2024-02-17,01009,AL,141,11.4,33,2.8,-0.4,4.4,0.7
2024-02-17,01011,AL,25,6.5,38.9,2.3,-0.3,2.7,-0.1
2024-02-17,01013,AL,4,20.6,,1.2,1.2,0,0
