collection_date,fips_code,state,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,admissions_covid_confirmed_week_over_week_percent_change,avg_percent_inpatient_beds_used_confirmed_covid,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2023-09-30,02013,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02016,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02020,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02050,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02060,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02068,AK,5,4.5,0,1.8,-3,0.9,-8
2023-09-30,02070,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02090,AK,5,4.5,0,1.8,-3,0.9,-8
2023-09-30,02100,AK,5,10.7,,1.3,1,1.4,0.5
2023-09-30,02105,AK,5,10.7,,1.3,1,1.4,0.5
2023-09-30,02110,AK,5,10.7,,1.3,1,1.4,0.5
2023-09-30,02122,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02130,AK,2,7.7,100,7.3,-19.8,0,0
2023-09-30,02150,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02158,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02164,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02170,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02180,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02185,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02188,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02195,AK,2,7.7,100,7.3,-19.8,0,0
2023-09-30,02198,AK,2,7.7,100,7.3,-19.8,0,0
2023-09-30,02220,AK,5,10.7,,1.3,1,1.4,0.5
2023-09-30,02230,AK,5,10.7,,1.3,1,1.4,0.5
2023-09-30,02240,AK,5,4.5,0,1.8,-3,0.9,-8
2023-09-30,02261,AK,8,1.5,-38.5,1.5,-0.2,0.4,-2.5
2023-09-30,02275,AK,2,7.7,100,7.3,-19.8,0,0
2023-09-30,02282,AK,5,10.7,,1.3,1,1.4,0.5
2023-09-30,02290,AK,5,4.5,0,1.8,-3,0.9,-8
2023-09-30,01001,AL,22,5.7,-12,1.9,0,5.7,3.4
2023-09-30,01003,AL,39,5.6,-18.8,2.1,0.1,3.3,0.3
