collection_date,fips_code,state,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,admissions_covid_confirmed_week_over_week_percent_change,avg_percent_inpatient_beds_used_confirmed_covid,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2023-11-25,02013,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02016,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02020,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02050,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02060,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02068,AK,4,3.6,0,1.4,-0.1,4.1,3.9
2023-11-25,02070,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02090,AK,4,3.6,0,1.4,-0.1,4.1,3.9
2023-11-25,02100,AK,0,0,0,0,0,0,0
2023-11-25,02105,AK,0,0,0,0,0,0,0
2023-11-25,02110,AK,0,0,0,0,0,0,0
2023-11-25,02122,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02130,AK,0,0,-100,4.6,-7.4,0,0
2023-11-25,02150,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02158,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02164,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02170,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02180,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02185,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02188,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02195,AK,0,0,-100,4.6,-7.4,0,0
2023-11-25,02198,AK,0,0,-100,4.6,-7.4,0,0
2023-11-25,02220,AK,0,0,0,0,0,0,0
2023-11-25,02230,AK,0,0,0,0,0,0,0
2023-11-25,02240,AK,4,3.6,0,1.4,-0.1,4.1,3.9
2023-11-25,02261,AK,10,1.8,-23.1,0.9,-0.3,1.1,-0.6
2023-11-25,02275,AK,0,0,-100,4.6,-7.4,0,0
2023-11-25,02282,AK,0,0,0,0,0,0,0
2023-11-25,02290,AK,4,3.6,0,1.4,-0.1,4.1,3.9
2023-11-25,01001,AL,9,2.3,-43.8,1.8,-0.2,2,0.3
2023-11-25,01003,AL,24,3.4,9.1,1.3,0.1,1.1,-0.3
2023-11-25,01005,AL,3,1.1,-70,0.7,-0.5,1.1,-1.2
2023-11-25,01007,AL,53,4.3,-17.2,1.4,0.3,2.1,0.4
2023-11-25,01009,AL,53,4.3,-17.2,1.4,0.3,2.1,0.4
2023-11-25,01011,AL,9,2.3,-43.8,1.8,-0.2,2,0.3
2023-11-25,01013,AL,,,,,,,
2023-11-25,01015,AL,4,1.4,300,0.4,-0.4,1,1
2023-11-25,01017,AL,4,1.3,-42.9,0.9,-0.8,0.6,-1.2
2023-11-25,01019,AL,12,4,0,0.6,-0.3,0.1,-0.2
2023-11-25,01021,AL,53,4.3,-17.2,1.4,0.3,2.1,0.4
2023-11-25,01023,AL,11,6.3,266.7,1,-0.4,2.1,2
2023-11-25,01025,AL,24,3.4,9.1,1.3,0.1,1.1,-0.3
2023-11-25,01027,AL,2,1.9,-50,0.9,-0.5,1.2,-0.5
2023-11-25,01029,AL,4,1.4,300,0.4,-0.4,1,1
2023-11-25,01031,AL,3,1.1,-70,0.7,-0.5,1.1,-1.2
2023-11-25,01033,AL,18,8.9,125,1.6,0.5,3.5,1.8
2023-11-25,01035,AL,32,3.8,28,1.2,0.1,4.6,-0.4
2023-11-25,01037,AL,2,1.9,-50,0.9,-0.5,1.2,-0.5
2023-11-25,01039,AL,9,2.3,-43.8,1.8,-0.2,2,0.3
2023-11-25,01041,AL,9,2.3,-43.8,1.8,-0.2,2,0.3
2023-11-25,01043,AL,53,4.3,-17.2,1.4,0.3,2.1,0.4
2023-11-25,01045,AL,3,1.1,-70,0.7,-0.5,1.1,-1.2
2023-11-25,01047,AL,3,4,200,0.4,-0.2,0,-0.3
2023-11-25,01049,AL,12,4,0,0.6,-0.3,0.1,-0.2
2023-11-25,01051,AL,6,2,-33.3,1.9,0.3,2.9,0.5
2023-11-25,01053,AL,32,3.8,28,1.2,0.1,4.6,-0.4
2023-11-25,01055,AL,12,4,0,0.6,-0.3,0.1,-0.2
2023-11-25,01057,AL,3,6.5,-25,1.8,0.1,0,0
2023-11-25,01059,AL,18,8.9,125,1.6,0.5,3.5,1.8
2023-11-25,01061,AL,3,1.1,-70,0.7,-0.5,1.1,-1.2
2023-11-25,01063,AL,2,0.8,,0.3,0.1,0.4,-0.7
2023-11-25,01065,AL,2,0.8,,0.3,0.1,0.4,-0.7
2023-11-25,01067,AL,3,1.1,-70,0.7,-0.5,1.1,-1.2
2023-11-25,01069,AL,3,1.1,-70,0.7,-0.5,1.1,-1.2
2023-11-25,01071,AL,76,13.6,28.8,2.3,0.1,3.8,-1.2
2023-11-25,01073,AL,53,4.3,-17.2,1.4,0.3,2.1,0.4
2023-11-25,01075,AL,4,3.9,300,0.3,0.2,0.3,0.3
2023-11-25,01077,AL,18,8.9,125,1.6,0.5,3.5,1.8
2023-11-25,01079,AL,3,2,,1,0.7,0.7,0.7
2023-11-25,01081,AL,6,2,-33.3,1.9,0.3,2.9,0.5
2023-11-25,01083,AL,76,13.6,28.8,2.3,0.1,3.8,-1.2
2023-11-25,01085,AL,9,2.3,-43.8,1.8,-0.2,2,0.3
2023-11-25,01087,AL,6,2,-33.3,1.9,0.3,2.9,0.5
2023-11-25,01089,AL,76,13.6,28.8,2.3,0.1,3.8,-1.2
2023-11-25,01091,AL,3,4,200,0.4,-0.2,0,-0.3
2023-11-25,01093,AL,3,6.5,-25,1.8,0.1,0,0
2023-11-25,01095,AL,12,4,0,0.6,-0.3,0.1,-0.2
2023-11-25,01097,AL,24,3.4,9.1,1.3,0.1,1.1,-0.3
2023-11-25,01099,AL,24,3.4,9.1,1.3,0.1,1.1,-0.3
2023-11-25,01101,AL,9,2.3,-43.8,1.8,-0.2,2,0.3
2023-11-25,01103,AL,3,2,,1,0.7,0.7,0.7
2023-11-25,01105,AL,3,4,200,0.4,-0.2,0,-0.3
2023-11-25,01107,AL,2,0.8,,0.3,0.1,0.4,-0.7
2023-11-25,01109,AL,9,2.3,-43.8,1.8,-0.2,2,0.3
2023-11-25,01111,AL,4,1.3,-42.9,0.9,-0.8,0.6,-1.2
2023-11-25,01113,AL,3,0.9,-80,1.9,-0.2,2,-0.8
2023-11-25,01117,AL,53,4.3,-17.2,1.4,0.3,2.1,0.4
2023-11-25,01115,AL,53,4.3,-17.2,1.4,0.3,2.1,0.4
2023-11-25,01119,AL,11,6.3,266.7,1,-0.4,2.1,2
2023-11-25,01121,AL,2,1.9,-50,0.9,-0.5,1.2,-0.5
2023-11-25,01123,AL,6,2,-33.3,1.9,0.3,2.9,0.5
2023-11-25,01125,AL,2,0.8,,0.3,0.1,0.4,-0.7
2023-11-25,01127,AL,53,4.3,-17.2,1.4,0.3,2.1,0.4
2023-11-25,01129,AL,24,3.4,9.1,1.3,0.1,1.1,-0.3
2023-11-25,01131,AL,3,4,200,0.4,-0.2,0,-0.3
2023-11-25,01133,AL,18,8.9,125,1.6,0.5,3.5,1.8
2023-11-25,05001,AR,1,4.1,,0.1,-0.1,0,0
2023-11-25,05003,AR,5,16.8,400,1.6,-1.4,0,-0.3
2023-11-25,05005,AR,12,20.5,140,2.3,0.9,6.2,-0.6
2023-11-25,05007,AR,16,2.8,-15.8,2.1,0.5,3.8,0.2
2023-11-25,05009,AR,4,4.9,0,2.2,0.9,0.3,-0.5
2023-11-25,05011,AR,6,4.7,0,1.2,0.3,0.2,-0.5
2023-11-25,05013,AR,0,0,0,0,-1.1,0.2,-4.9
2023-11-25,05015,AR,4,4.9,0,2.2,0.9,0.3,-0.5
2023-11-25,05017,AR,5,16.8,400,1.6,-1.4,0,-0.3
2023-11-25,05019,AR,6,3.4,100,1.4,-0.1,0.4,0.2
2023-11-25,05021,AR,10,3.9,-69.7,2.9,0.7,5.8,3
2023-11-25,05023,AR,16,12.6,300,1.1,0.3,0,-1
2023-11-25,05025,AR,6,4.7,0,1.2,0.3,0.2,-0.5
2023-11-25,05027,AR,0,0,0,0,-1.1,0.2,-4.9
2023-11-25,05029,AR,41,5.2,5.1,1.2,-0.2,1.7,-0.2
2023-11-25,05031,AR,10,3.9,-69.7,2.9,0.7,5.8,3
2023-11-25,05033,AR,27,7.8,35,3.2,0.7,4.9,-0.9
2023-11-25,05035,AR,0,0,-100,0.1,0.1,0,0
2023-11-25,05037,AR,0,0,-100,0.1,0.1,0,0
