collection_date,fips_code,state,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,admissions_covid_confirmed_week_over_week_percent_change,avg_percent_inpatient_beds_used_confirmed_covid,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2023-10-07,02013,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02016,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02020,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02050,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02060,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02068,AK,9,8.1,80,2.2,0.4,1.6,0.6
2023-10-07,02070,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02090,AK,9,8.1,80,2.2,0.4,1.6,0.6
2023-10-07,02100,AK,1,2.1,-80,2.2,0.9,4.3,2.9
2023-10-07,02105,AK,1,2.1,-80,2.2,0.9,4.3,2.9
2023-10-07,02110,AK,1,2.1,-80,2.2,0.9,4.3,2.9
2023-10-07,02122,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02130,AK,1,3.9,-50,12.9,5.6,0,0
2023-10-07,02150,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02158,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02164,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02170,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02180,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02185,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02188,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02195,AK,1,3.9,-50,12.9,5.6,0,0
2023-10-07,02198,AK,1,3.9,-50,12.9,5.6,0,0
2023-10-07,02220,AK,1,2.1,-80,2.2,0.9,4.3,2.9
2023-10-07,02230,AK,1,2.1,-80,2.2,0.9,4.3,2.9
2023-10-07,02240,AK,9,8.1,80,2.2,0.4,1.6,0.6
2023-10-07,02261,AK,12,2.2,50,1.2,-0.3,0.9,0.5
2023-10-07,02275,AK,1,3.9,-50,12.9,5.6,0,0
2023-10-07,02282,AK,1,2.1,-80,2.2,0.9,4.3,2.9
2023-10-07,02290,AK,9,8.1,80,2.2,0.4,1.6,0.6
2023-10-07,01001,AL,14,3.6,-36.4,2.1,0.1,2.7,-3
2023-10-07,01003,AL,20,2.9,-48.7,1.9,-0.1,2.1,-1.2
2023-10-07,01005,AL,9,3.2,-25,1.3,-0.9,2.6,-2.3
