collection_date,fips_code,state,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,admissions_covid_confirmed_week_over_week_percent_change,avg_percent_inpatient_beds_used_confirmed_covid,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2024-04-06,02013,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02016,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02020,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02050,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02060,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02068,AK,0,0,0,0,-1.9,0,0
2024-04-06,02070,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02090,AK,0,0,0,0,-1.9,0,0
2024-04-06,02100,AK,0,0,-100,3.8,0.1,0,0
2024-04-06,02105,AK,0,0,-100,3.8,0.1,0,0
2024-04-06,02110,AK,0,0,-100,3.8,0.1,0,0
2024-04-06,02122,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02130,AK,1,3.9,,3.6,-0.6,0,-2.9
2024-04-06,02150,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02158,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02164,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02170,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02180,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02185,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02188,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02195,AK,1,3.9,,3.6,-0.6,0,-2.9
2024-04-06,02198,AK,1,3.9,,3.6,-0.6,0,-2.9
2024-04-06,02220,AK,0,0,-100,3.8,0.1,0,0
2024-04-06,02230,AK,0,0,-100,3.8,0.1,0,0
2024-04-06,02240,AK,0,0,0,0,-1.9,0,0
2024-04-06,02261,AK,1,0.2,-66.7,0.2,-0.2,0,-0.1
2024-04-06,02275,AK,1,3.9,,3.6,-0.6,0,-2.9
2024-04-06,02282,AK,0,0,-100,3.8,0.1,0,0
2024-04-06,02290,AK,0,0,0,0,-1.9,0,0
2024-04-06,01001,AL,7,1.8,-22.2,0.9,-0.1,1.1,-3.1
2024-04-06,01003,AL,16,2.3,23.1,0.9,-0.3,0.8,-0.1
2024-04-06,01005,AL,7,2.5,40,1.4,-0.4,0.6,-0.9
2024-04-06,01007,AL,35,2.8,-38.6,1.3,0,1.8,0.4
2024-04-06,01009,AL,35,2.8,-38.6,1.3,0,1.8,0.4
2024-04-06,01011,AL,7,1.8,-22.2,0.9,-0.1,1.1,-3.1
2024-04-06,01013,AL,0,0,0,0,0,0,0
2024-04-06,01015,AL,3,1.1,-57.1,0.5,-0.1,0.1,-1
2024-04-06,01017,AL,2,0.7,-66.7,0.8,-0.6,1.2,-1.7
2024-04-06,01019,AL,9,3,28.6,0.9,-0.3,0,-1.1
2024-04-06,01021,AL,35,2.8,-38.6,1.3,0,1.8,0.4
2024-04-06,01023,AL,0,0,-100,0.2,-0.6,0,0
2024-04-06,01025,AL,16,2.3,23.1,0.9,-0.3,0.8,-0.1
2024-04-06,01027,AL,1,1,0,0.6,0.1,2.6,-1
2024-04-06,01029,AL,3,1.1,-57.1,0.5,-0.1,0.1,-1
2024-04-06,01031,AL,7,2.5,40,1.4,-0.4,0.6,-0.9
2024-04-06,01033,AL,13,6.4,62.5,1.6,-0.2,1.8,0.5
2024-04-06,01035,AL,25,3,-21.9,0.8,-0.1,3.6,0
2024-04-06,01037,AL,1,1,0,0.6,0.1,2.6,-1
2024-04-06,01039,AL,7,1.8,-22.2,0.9,-0.1,1.1,-3.1
2024-04-06,01041,AL,7,1.8,-22.2,0.9,-0.1,1.1,-3.1
2024-04-06,01043,AL,35,2.8,-38.6,1.3,0,1.8,0.4
2024-04-06,01045,AL,7,2.5,40,1.4,-0.4,0.6,-0.9
2024-04-06,01047,AL,0,0,-100,0.6,-0.1,0,-2
2024-04-06,01049,AL,9,3,28.6,0.9,-0.3,0,-1.1
2024-04-06,01051,AL,7,2.3,16.7,1.8,0.3,0,-0.7
2024-04-06,01053,AL,25,3,-21.9,0.8,-0.1,3.6,0
2024-04-06,01055,AL,9,3,28.6,0.9,-0.3,0,-1.1
2024-04-06,01057,AL,1,2.2,-50,0.4,-0.9,0,0
2024-04-06,01059,AL,13,6.4,62.5,1.6,-0.2,1.8,0.5
2024-04-06,01061,AL,7,2.5,40,1.4,-0.4,0.6,-0.9
2024-04-06,01063,AL,2,0.8,-50,1.7,-0.4,1.2,-0.9
2024-04-06,01065,AL,2,0.8,-50,1.7,-0.4,1.2,-0.9
2024-04-06,01067,AL,7,2.5,40,1.4,-0.4,0.6,-0.9
2024-04-06,01069,AL,7,2.5,40,1.4,-0.4,0.6,-0.9
2024-04-06,01071,AL,68,12.2,0,1.6,-0.2,2.2,-1.5
2024-04-06,01073,AL,35,2.8,-38.6,1.3,0,1.8,0.4
