collection_date,fips_code,state,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,admissions_covid_confirmed_week_over_week_percent_change,avg_percent_inpatient_beds_used_confirmed_covid,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2023-12-09,02013,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02016,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02020,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02050,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02060,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02068,AK,1,0.9,-85.7,1.8,0,6.1,3.5
2023-12-09,02070,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02090,AK,1,0.9,-85.7,1.8,0,6.1,3.5
2023-12-09,02100,AK,0,0,0,0,0,0,0
2023-12-09,02105,AK,0,0,0,0,0,0,0
2023-12-09,02110,AK,0,0,0,0,0,0,0
2023-12-09,02122,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02130,AK,0,0,0,0,0,0,0
2023-12-09,02150,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02158,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02164,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02170,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02180,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02185,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02188,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02195,AK,0,0,0,0,0,0,0
2023-12-09,02198,AK,0,0,0,0,0,0,0
2023-12-09,02220,AK,0,0,0,0,0,0,0
2023-12-09,02230,AK,0,0,0,0,0,0,0
2023-12-09,02240,AK,1,0.9,-85.7,1.8,0,6.1,3.5
2023-12-09,02261,AK,13,2.4,-7.1,1.2,0.1,0.4,0.1
2023-12-09,02275,AK,0,0,0,0,0,0,0
2023-12-09,02282,AK,0,0,0,0,0,0,0
2023-12-09,02290,AK,1,0.9,-85.7,1.8,0,6.1,3.5
2023-12-09,01001,AL,18,4.7,-14.3,1.8,0.2,4.9,3.2
2023-12-09,01003,AL,39,5.6,21.9,1.4,0,1.5,0.4
2023-12-09,01005,AL,18,6.5,5.9,1.6,0.8,2.1,1.3
2023-12-09,01007,AL,65,5.3,-26.1,2,0.3,2.3,-0.3
2023-12-09,01009,AL,65,5.3,-26.1,2,0.3,2.3,-0.3
2023-12-09,01011,AL,18,4.7,-14.3,1.8,0.2,4.9,3.2
2023-12-09,01013,AL,0,0,0,0,0,0,0
2023-12-09,01015,AL,13,4.7,550,0.8,0,2.2,1.7
2023-12-09,01017,AL,4,1.3,-50,1.3,0.2,1.2,0.7
2023-12-09,01019,AL,30,10.1,500,0.7,0,0.3,0.1
2023-12-09,01021,AL,65,5.3,-26.1,2,0.3,2.3,-0.3
2023-12-09,01023,AL,11,6.3,37.5,1,-0.2,0.7,-1.3
2023-12-09,01025,AL,39,5.6,21.9,1.4,0,1.5,0.4
2023-12-09,01027,AL,3,2.9,50,0.7,-0.1,2,-1.3
2023-12-09,01029,AL,13,4.7,550,0.8,0,2.2,1.7
2023-12-09,01031,AL,18,6.5,5.9,1.6,0.8,2.1,1.3
2023-12-09,01033,AL,16,7.9,100,2.7,-0.1,1,-1.8
2023-12-09,01035,AL,28,3.3,16.7,1,0,4.4,0
2023-12-09,01037,AL,3,2.9,50,0.7,-0.1,2,-1.3
2023-12-09,01039,AL,18,4.7,-14.3,1.8,0.2,4.9,3.2
2023-12-09,01041,AL,18,4.7,-14.3,1.8,0.2,4.9,3.2
2023-12-09,01043,AL,65,5.3,-26.1,2,0.3,2.3,-0.3
2023-12-09,01045,AL,18,6.5,5.9,1.6,0.8,2.1,1.3
2023-12-09,01047,AL,5,6.6,25,1.4,0.6,2.4,0.9
2023-12-09,01049,AL,30,10.1,500,0.7,0,0.3,0.1
2023-12-09,01051,AL,14,4.6,366.7,1.2,-0.1,2.3,-1
2023-12-09,01053,AL,28,3.3,16.7,1,0,4.4,0
2023-12-09,01055,AL,30,10.1,500,0.7,0,0.3,0.1
2023-12-09,01057,AL,4,8.7,100,1.9,1.2,0,0
2023-12-09,01059,AL,16,7.9,100,2.7,-0.1,1,-1.8
2023-12-09,01061,AL,18,6.5,5.9,1.6,0.8,2.1,1.3
2023-12-09,01063,AL,1,0.4,,1.5,0.3,4,0.9
2023-12-09,01065,AL,1,0.4,,1.5,0.3,4,0.9
2023-12-09,01067,AL,18,6.5,5.9,1.6,0.8,2.1,1.3
2023-12-09,01069,AL,18,6.5,5.9,1.6,0.8,2.1,1.3
2023-12-09,01071,AL,90,16.1,2.3,3.2,0.3,5.1,1.2
2023-12-09,01073,AL,65,5.3,-26.1,2,0.3,2.3,-0.3
2023-12-09,01075,AL,0,0,0,0,-0.1,0,-0.3
2023-12-09,01077,AL,16,7.9,100,2.7,-0.1,1,-1.8
2023-12-09,01079,AL,7,4.6,16.7,2.2,0.4,4.2,0.5
2023-12-09,01081,AL,14,4.6,366.7,1.2,-0.1,2.3,-1
2023-12-09,01083,AL,90,16.1,2.3,3.2,0.3,5.1,1.2
2023-12-09,01085,AL,18,4.7,-14.3,1.8,0.2,4.9,3.2
2023-12-09,01087,AL,14,4.6,366.7,1.2,-0.1,2.3,-1
2023-12-09,01089,AL,90,16.1,2.3,3.2,0.3,5.1,1.2
2023-12-09,01091,AL,5,6.6,25,1.4,0.6,2.4,0.9
2023-12-09,01093,AL,4,8.7,100,1.9,1.2,0,0
2023-12-09,01095,AL,30,10.1,500,0.7,0,0.3,0.1
2023-12-09,01097,AL,39,5.6,21.9,1.4,0,1.5,0.4
2023-12-09,01099,AL,39,5.6,21.9,1.4,0,1.5,0.4
2023-12-09,01101,AL,18,4.7,-14.3,1.8,0.2,4.9,3.2
2023-12-09,01103,AL,7,4.6,16.7,2.2,0.4,4.2,0.5
2023-12-09,01105,AL,5,6.6,25,1.4,0.6,2.4,0.9
2023-12-09,01107,AL,1,0.4,,1.5,0.3,4,0.9
2023-12-09,01109,AL,18,4.7,-14.3,1.8,0.2,4.9,3.2
2023-12-09,01111,AL,4,1.3,-50,1.3,0.2,1.2,0.7
2023-12-09,01113,AL,4,1.2,-50,2,0,2.7,0.2
