collection_date,fips_code,state,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,admissions_covid_confirmed_week_over_week_percent_change,avg_percent_inpatient_beds_used_confirmed_covid,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2023-06-10,02013,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02016,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02020,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02050,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02060,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02068,AK,3,2.7,-40,2.9,2.1,1.4,1.4
2023-06-10,02070,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02090,AK,3,2.7,-40,2.9,2.1,1.4,1.4
2023-06-10,02100,AK,1,2.1,,0.2,0.2,0,0
2023-06-10,02105,AK,1,2.1,,0.2,0.2,0,0
2023-06-10,02110,AK,1,2.1,,0.2,0.2,0,0
2023-06-10,02122,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02130,AK,2,7.7,-33.3,30.3,5.1,15.2,-40.1
2023-06-10,02150,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02158,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02164,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02170,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02180,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02185,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02188,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02195,AK,2,7.7,-33.3,30.3,5.1,15.2,-40.1
2023-06-10,02198,AK,2,7.7,-33.3,30.3,5.1,15.2,-40.1
2023-06-10,02220,AK,1,2.1,,0.2,0.2,0,0
2023-06-10,02230,AK,1,2.1,,0.2,0.2,0,0
2023-06-10,02240,AK,3,2.7,-40,2.9,2.1,1.4,1.4
2023-06-10,02261,AK,17,3.1,88.9,1,0.1,1.2,0.8
2023-06-10,02275,AK,2,7.7,-33.3,30.3,5.1,15.2,-40.1
2023-06-10,02282,AK,1,2.1,,0.2,0.2,0,0
2023-06-10,02290,AK,3,2.7,-40,2.9,2.1,1.4,1.4
2023-06-10,01001,AL,9,2.3,80,0.7,0,1.1,0.7
2023-06-10,01003,AL,16,2.3,-11.1,0.8,0,0.1,0.1
2023-06-10,01005,AL,4,1.4,-50,1,-0.1,1.7,-0.5
2023-06-10,01007,AL,23,1.9,-30.3,0.8,-0.1,0.9,0
2023-06-10,01009,AL,23,1.9,-30.3,0.8,-0.1,0.9,0
2023-06-10,01011,AL,9,2.3,80,0.7,0,1.1,0.7
2023-06-10,01013,AL,0,0,,0,0,0,0
2023-06-10,01015,AL,2,0.7,-33.3,0.4,0.2,0.9,0.9
2023-06-10,01017,AL,0,0,-100,0.5,-0.2,0.9,-0.2
2023-06-10,01019,AL,0,0,-100,0.3,0,0.7,-0.1
2023-06-10,01021,AL,23,1.9,-30.3,0.8,-0.1,0.9,0
2023-06-10,01023,AL,1,0.6,-83.3,0.3,-0.2,3.2,0.6
2023-06-10,01025,AL,16,2.3,-11.1,0.8,0,0.1,0.1
2023-06-10,01027,AL,1,1,,0.3,0.2,2.1,2.1
2023-06-10,01029,AL,2,0.7,-33.3,0.4,0.2,0.9,0.9
2023-06-10,01031,AL,4,1.4,-50,1,-0.1,1.7,-0.5
2023-06-10,01033,AL,3,1.5,200,0.7,-0.1,1,-1.1
2023-06-10,01035,AL,24,2.9,0,0.7,0.1,0.8,0.3
2023-06-10,01037,AL,1,1,,0.3,0.2,2.1,2.1
2023-06-10,01039,AL,9,2.3,80,0.7,0,1.1,0.7
2023-06-10,01041,AL,9,2.3,80,0.7,0,1.1,0.7
2023-06-10,01043,AL,23,1.9,-30.3,0.8,-0.1,0.9,0
2023-06-10,01045,AL,4,1.4,-50,1,-0.1,1.7,-0.5
2023-06-10,01047,AL,0,0,-100,0,-0.1,0,0
2023-06-10,01049,AL,0,0,-100,0.3,0,0.7,-0.1
2023-06-10,01051,AL,1,0.3,-75,0.5,-0.1,0,0
2023-06-10,01053,AL,24,2.9,0,0.7,0.1,0.8,0.3
2023-06-10,01055,AL,0,0,-100,0.3,0,0.7,-0.1
2023-06-10,01057,AL,4,8.7,300,2,1.7,0,0
2023-06-10,01059,AL,3,1.5,200,0.7,-0.1,1,-1.1
2023-06-10,01061,AL,4,1.4,-50,1,-0.1,1.7,-0.5
2023-06-10,01063,AL,6,2.4,500,0.7,0.4,1.3,0
2023-06-10,01065,AL,6,2.4,500,0.7,0.4,1.3,0
2023-06-10,01067,AL,4,1.4,-50,1,-0.1,1.7,-0.5
2023-06-10,01069,AL,4,1.4,-50,1,-0.1,1.7,-0.5
2023-06-10,01071,AL,4,0.7,-50,0.4,-0.5,0.2,0.1
2023-06-10,01073,AL,23,1.9,-30.3,0.8,-0.1,0.9,0
2023-06-10,01075,AL,0,0,-100,0.4,0.1,0,-0.9
2023-06-10,01077,AL,3,1.5,200,0.7,-0.1,1,-1.1
2023-06-10,01079,AL,0,0,-100,0.4,-0.4,0,0
2023-06-10,01081,AL,1,0.3,-75,0.5,-0.1,0,0
2023-06-10,01083,AL,4,0.7,-50,0.4,-0.5,0.2,0.1
2023-06-10,01085,AL,9,2.3,80,0.7,0,1.1,0.7
2023-06-10,01087,AL,1,0.3,-75,0.5,-0.1,0,0
2023-06-10,01089,AL,4,0.7,-50,0.4,-0.5,0.2,0.1
2023-06-10,01091,AL,0,0,-100,0,-0.1,0,0
2023-06-10,01093,AL,4,8.7,300,2,1.7,0,0
2023-06-10,01095,AL,0,0,-100,0.3,0,0.7,-0.1
2023-06-10,01097,AL,16,2.3,-11.1,0.8,0,0.1,0.1
2023-06-10,01099,AL,16,2.3,-11.1,0.8,0,0.1,0.1
2023-06-10,01101,AL,9,2.3,80,0.7,0,1.1,0.7
2023-06-10,01103,AL,0,0,-100,0.4,-0.4,0,0
2023-06-10,01105,AL,0,0,-100,0,-0.1,0,0
2023-06-10,01107,AL,6,2.4,500,0.7,0.4,1.3,0
2023-06-10,01109,AL,9,2.3,80,0.7,0,1.1,0.7
2023-06-10,01111,AL,0,0,-100,0.5,-0.2,0.9,-0.2
2023-06-10,01113,AL,5,1.5,0,1,0.2,0.3,0.3
2023-06-10,01117,AL,23,1.9,-30.3,0.8,-0.1,0.9,0
2023-06-10,01115,AL,23,1.9,-30.3,0.8,-0.1,0.9,0
2023-06-10,01119,AL,1,0.6,-83.3,0.3,-0.2,3.2,0.6
2023-06-10,01121,AL,1,1,,0.3,0.2,2.1,2.1
2023-06-10,01123,AL,1,0.3,-75,0.5,-0.1,0,0
2023-06-10,01125,AL,6,2.4,500,0.7,0.4,1.3,0
2023-06-10,01127,AL,23,1.9,-30.3,0.8,-0.1,0.9,0
2023-06-10,01129,AL,16,2.3,-11.1,0.8,0,0.1,0.1
2023-06-10,01131,AL,0,0,-100,0,-0.1,0,0
2023-06-10,01133,AL,3,1.5,200,0.7,-0.1,1,-1.1
2023-06-10,05001,AR,0,0,,1,0,,
2023-06-10,05003,AR,0,0,,0,0,,
2023-06-10,05005,AR,1,1.7,-50,0.3,-0.4,0.6,0.4
2023-06-10,05007,AR,7,1.2,0,0.6,-0.3,0.6,-1.2
2023-06-10,05009,AR,0,0,,0,-1.4,0,0
2023-06-10,05011,AR,1,0.8,0,0.1,-0.2,0,0
2023-06-10,05013,AR,0,0,,0,-0.1,0,0
2023-06-10,05015,AR,0,0,,0,-1.4,0,0
2023-06-10,05017,AR,0,0,,0,0,,
2023-06-10,05019,AR,1,0.6,-75,1.1,0.6,0.3,0.3
2023-06-10,05021,AR,1,0.4,-66.7,0.6,0.1,1.7,1.4
2023-06-10,05023,AR,1,0.8,-75,0.1,-0.8,0,-0.2
2023-06-10,05025,AR,1,0.8,0,0.1,-0.2,0,0
2023-06-10,05027,AR,0,0,,0,-0.1,0,0
2023-06-10,05029,AR,27,3.4,-3.6,0.8,-0.2,0.8,-0.1
2023-06-10,05031,AR,1,0.4,-66.7,0.6,0.1,1.7,1.4
2023-06-10,05033,AR,10,2.9,11.1,1.8,-0.1,3.5,0.6
2023-06-10,05035,AR,0,0,,0,0,0,0
2023-06-10,05037,AR,0,0,,0,0,0,0
2023-06-10,05039,AR,1,3.3,-50,1.6,0.5,10.2,5.9
2023-06-10,05041,AR,1,0.8,0,0.1,-0.2,0,0
2023-06-10,05043,AR,1,0.8,0,0.1,-0.2,0,0
2023-06-10,05045,AR,27,3.4,-3.6,0.8,-0.2,0.8,-0.1
2023-06-10,05047,AR,10,2.9,11.1,1.8,-0.1,3.5,0.6
2023-06-10,05049,AR,2,1.3,-50,0.7,0.2,0,-1.3
2023-06-10,05051,AR,1,0.6,-75,1.1,0.6,0.3,0.3
2023-06-10,05053,AR,27,3.4,-3.6,0.8,-0.2,0.8,-0.1
2023-06-10,05055,AR,1,0.4,-66.7,0.6,0.1,1.7,1.4
2023-06-10,05057,AR,4,1.6,0,1.2,-0.6,1.6,-3.4
2023-06-10,05059,AR,1,0.6,-75,1.1,0.6,0.3,0.3
2023-06-10,05061,AR,4,1.6,0,1.2,-0.6,1.6,-3.4
2023-06-10,05063,AR,2,1.3,-50,0.7,0.2,0,-1.3
2023-06-10,05065,AR,2,1.3,-50,0.7,0.2,0,-1.3
2023-06-10,05067,AR,1,0.8,-75,0.1,-0.8,0,-0.2
2023-06-10,05069,AR,1,0.8,0,0.1,-0.2,0,0
2023-06-10,05071,AR,1,3.8,0,0.3,-0.1,1,1
2023-06-10,05073,AR,4,1.6,0,1.2,-0.6,1.6,-3.4
2023-06-10,05075,AR,1,0.4,-66.7,0.6,0.1,1.7,1.4
2023-06-10,05077,AR,0,0,,0,0,0,0
2023-06-10,05079,AR,1,0.8,0,0.1,-0.2,0,0
2023-06-10,05081,AR,4,1.6,0,1.2,-0.6,1.6,-3.4
2023-06-10,05083,AR,10,2.9,11.1,1.8,-0.1,3.5,0.6
2023-06-10,05085,AR,27,3.4,-3.6,0.8,-0.2,0.8,-0.1
2023-06-10,05087,AR,7,1.2,0,0.6,-0.3,0.6,-1.2
2023-06-10,05089,AR,1,1.7,-50,0.3,-0.4,0.6,0.4
2023-06-10,05091,AR,4,1.6,0,1.2,-0.6,1.6,-3.4
2023-06-10,05093,AR,0,0,,0,0,,
2023-06-10,05095,AR,0,0,,1,0,,
2023-06-10,05097,AR,1,0.6,-75,1.1,0.6,0.3,0.3
2023-06-10,05099,AR,4,1.6,0,1.2,-0.6,1.6,-3.4
2023-06-10,05101,AR,0,0,,0,-1.4,0,0
2023-06-10,05103,AR,1,3.3,-50,1.6,0.5,10.2,5.9
2023-06-10,05105,AR,27,3.4,-3.6,0.8,-0.2,0.8,-0.1
2023-06-10,05107,AR,0,0,,0,-0.6,,
2023-06-10,05109,AR,1,0.6,-75,1.1,0.6,0.3,0.3
2023-06-10,05111,AR,1,0.4,-66.7,0.6,0.1,1.7,1.4
2023-06-10,05113,AR,0,0,,0,0,0,0
2023-06-10,05115,AR,2,2.3,100,1.2,0.3,2.8,0.6
2023-06-10,05117,AR,27,3.4,-3.6,0.8,-0.2,0.8,-0.1
2023-06-10,05119,AR,27,3.4,-3.6,0.8,-0.2,0.8,-0.1
2023-06-10,05121,AR,1,0.4,-66.7,0.6,0.1,1.7,1.4
2023-06-10,05125,AR,27,3.4,-3.6,0.8,-0.2,0.8,-0.1
2023-06-10,05127,AR,10,2.9,11.1,1.8,-0.1,3.5,0.6
2023-06-10,05129,AR,0,0,,0,-1.4,0,0
2023-06-10,05131,AR,10,2.9,11.1,1.8,-0.1,3.5,0.6
2023-06-10,05133,AR,4,1.6,0,1.2,-0.6,1.6,-3.4
2023-06-10,05135,AR,2,1.3,-50,0.7,0.2,0,-1.3
2023-06-10,05123,AR,0,0,,0,0,0,0
