collection_date,fips_code,state,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,admissions_covid_confirmed_week_over_week_percent_change,avg_percent_inpatient_beds_used_confirmed_covid,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2023-12-02,02013,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02016,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02020,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02050,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02060,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02068,AK,7,6.3,75,1.7,0.4,2.7,-1.4
2023-12-02,02070,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02090,AK,7,6.3,75,1.7,0.4,2.7,-1.4
2023-12-02,02100,AK,0,0,0,0,0,0,0
2023-12-02,02105,AK,0,0,0,0,0,0,0
2023-12-02,02110,AK,0,0,0,0,0,0,0
2023-12-02,02122,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02130,AK,0,0,0,0,-4.6,0,0
2023-12-02,02150,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02158,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02164,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02170,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02180,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02185,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02188,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02195,AK,0,0,0,0,-4.6,0,0
2023-12-02,02198,AK,0,0,0,0,-4.6,0,0
2023-12-02,02220,AK,0,0,0,0,0,0,0
2023-12-02,02230,AK,0,0,0,0,0,0,0
2023-12-02,02240,AK,7,6.3,75,1.7,0.4,2.7,-1.4
2023-12-02,02261,AK,14,2.6,40,1.1,0.3,0.3,-0.8
2023-12-02,02275,AK,0,0,0,0,-4.6,0,0
2023-12-02,02282,AK,0,0,0,0,0,0,0
2023-12-02,02290,AK,7,6.3,75,1.7,0.4,2.7,-1.4
2023-12-02,01001,AL,20,5.2,122.2,1.5,-0.3,1.6,-0.4
2023-12-02,01003,AL,28,4,-3.4,1.3,0,1.1,-0.1
2023-12-02,01005,AL,16,5.8,433.3,0.8,0.1,0.8,-0.3
2023-12-02,01007,AL,86,6.9,59.3,1.6,0.1,2.4,0.2
2023-12-02,01009,AL,86,6.9,59.3,1.6,0.1,2.4,0.2
2023-12-02,01011,AL,20,5.2,122.2,1.5,-0.3,1.6,-0.4
2023-12-02,01013,AL,,,,,,,
2023-12-02,01015,AL,2,0.7,-50,0.8,0.4,0.5,-0.5
2023-12-02,01017,AL,8,2.6,33.3,1.1,0.2,0.6,0
2023-12-02,01019,AL,5,1.7,-37.5,0.7,0.1,0.2,0.2
2023-12-02,01021,AL,86,6.9,59.3,1.6,0.1,2.4,0.2
2023-12-02,01023,AL,8,4.6,-46.7,1.2,0.2,1.9,-0.2
2023-12-02,01025,AL,28,4,-3.4,1.3,0,1.1,-0.1
2023-12-02,01027,AL,2,1.9,0,0.8,0,2.7,1.2
2023-12-02,01029,AL,2,0.7,-50,0.8,0.4,0.5,-0.5
2023-12-02,01031,AL,16,5.8,433.3,0.8,0.1,0.8,-0.3
2023-12-02,01033,AL,8,3.9,-52.9,2.8,1.2,2.7,-0.9
2023-12-02,01035,AL,24,2.9,-25,1,-0.1,4.4,-0.2
2023-12-02,01037,AL,2,1.9,0,0.8,0,2.7,1.2
2023-12-02,01039,AL,20,5.2,122.2,1.5,-0.3,1.6,-0.4
2023-12-02,01041,AL,20,5.2,122.2,1.5,-0.3,1.6,-0.4
2023-12-02,01043,AL,86,6.9,59.3,1.6,0.1,2.4,0.2
2023-12-02,01045,AL,16,5.8,433.3,0.8,0.1,0.8,-0.3
2023-12-02,01047,AL,4,5.3,33.3,0.8,0.4,1.5,1.5
2023-12-02,01049,AL,5,1.7,-37.5,0.7,0.1,0.2,0.2
2023-12-02,01051,AL,3,1,-50,1.3,-0.6,3.3,0.4
2023-12-02,01053,AL,24,2.9,-25,1,-0.1,4.4,-0.2
2023-12-02,01055,AL,5,1.7,-37.5,0.7,0.1,0.2,0.2
2023-12-02,01057,AL,2,4.3,-33.3,0.7,-1.1,0,0
2023-12-02,01059,AL,8,3.9,-52.9,2.8,1.2,2.7,-0.9
2023-12-02,01061,AL,16,5.8,433.3,0.8,0.1,0.8,-0.3
2023-12-02,01063,AL,0,0,-100,0.3,-0.1,1.8,1.2
2023-12-02,01065,AL,0,0,-100,0.3,-0.1,1.8,1.2
2023-12-02,01067,AL,16,5.8,433.3,0.8,0.1,0.8,-0.3
2023-12-02,01069,AL,16,5.8,433.3,0.8,0.1,0.8,-0.3
2023-12-02,01071,AL,87,15.6,13,2.9,0.6,3.8,0.1
2023-12-02,01073,AL,86,6.9,59.3,1.6,0.1,2.4,0.2
2023-12-02,01075,AL,0,0,-100,0.1,-0.2,0.3,-0.1
2023-12-02,01077,AL,8,3.9,-52.9,2.8,1.2,2.7,-0.9
2023-12-02,01079,AL,2,1.3,-33.3,1.6,0.6,3.4,2.7
2023-12-02,01081,AL,3,1,-50,1.3,-0.6,3.3,0.4
2023-12-02,01083,AL,87,15.6,13,2.9,0.6,3.8,0.1
2023-12-02,01085,AL,20,5.2,122.2,1.5,-0.3,1.6,-0.4
2023-12-02,01087,AL,3,1,-50,1.3,-0.6,3.3,0.4
2023-12-02,01089,AL,87,15.6,13,2.9,0.6,3.8,0.1
2023-12-02,01091,AL,4,5.3,33.3,0.8,0.4,1.5,1.5
2023-12-02,01093,AL,2,4.3,-33.3,0.7,-1.1,0,0
2023-12-02,01095,AL,5,1.7,-37.5,0.7,0.1,0.2,0.2
2023-12-02,01097,AL,28,4,-3.4,1.3,0,1.1,-0.1
2023-12-02,01099,AL,28,4,-3.4,1.3,0,1.1,-0.1
2023-12-02,01101,AL,20,5.2,122.2,1.5,-0.3,1.6,-0.4
2023-12-02,01103,AL,2,1.3,-33.3,1.6,0.6,3.4,2.7
2023-12-02,01105,AL,4,5.3,33.3,0.8,0.4,1.5,1.5
2023-12-02,01107,AL,0,0,-100,0.3,-0.1,1.8,1.2
2023-12-02,01109,AL,20,5.2,122.2,1.5,-0.3,1.6,-0.4
2023-12-02,01111,AL,8,2.6,33.3,1.1,0.2,0.6,0
2023-12-02,01113,AL,5,1.5,25,1.7,0,1.9,-0.2
2023-12-02,01117,AL,86,6.9,59.3,1.6,0.1,2.4,0.2
2023-12-02,01115,AL,86,6.9,59.3,1.6,0.1,2.4,0.2
2023-12-02,01119,AL,8,4.6,-46.7,1.2,0.2,1.9,-0.2
2023-12-02,01121,AL,2,1.9,0,0.8,0,2.7,1.2
2023-12-02,01123,AL,3,1,-50,1.3,-0.6,3.3,0.4
2023-12-02,01125,AL,0,0,-100,0.3,-0.1,1.8,1.2
2023-12-02,01127,AL,86,6.9,59.3,1.6,0.1,2.4,0.2
2023-12-02,01129,AL,28,4,-3.4,1.3,0,1.1,-0.1
2023-12-02,01131,AL,4,5.3,33.3,0.8,0.4,1.5,1.5
2023-12-02,01133,AL,8,3.9,-52.9,2.8,1.2,2.7,-0.9
2023-12-02,05001,AR,0,0,-100,0,-0.1,0,0
2023-12-02,05003,AR,2,6.7,-33.3,1.8,0.2,0,0
2023-12-02,05005,AR,8,13.6,-33.3,1.9,-0.4,2.9,-3.3
2023-12-02,05007,AR,23,4,43.8,1.8,-0.3,3.6,-0.2
